61.0	0.0	0.13	2.731	2.949	5.357	
62.0	0.0	0.143	2.452	3.216	5.432	
63.0	0.0	0.143	2.663	3.005	5.537	
64.0	0.0	0.143	2.433	3.036	5.767	
65.0	0.0	0.137	2.632	3.048	5.301	
66.0	0.0	0.149	2.781	2.905	5.357	
67.0	0.0	0.143	2.607	2.905	5.376	
68.0	0.0	0.149	2.781	3.023	5.382	
69.0	0.0	0.137	2.8	2.949	5.333	
70.0	0.0	0.137	2.527	2.918	5.463	
71.0	0.0	0.143	2.582	3.209	5.301	
72.0	0.0	0.143	2.918	2.707	5.593	
73.0	0.0	0.143	2.899	3.141	5.537	
74.0	0.0	0.137	2.955	3.005	5.184	
75.0	0.0	0.137	2.638	3.06	5.432	
76.0	0.0	0.137	2.825	3.048	5.078	
77.0	0.0	0.143	2.794	2.93	5.606	
78.0	0.0	0.137	2.7	3.079	5.301	
79.0	0.0	0.149	2.831	2.818	5.432	
80.0	0.0	0.149	2.818	2.893	5.339	
81.0	0.0	0.137	2.75	2.849	5.32	
82.0	0.0	0.143	2.564	2.905	5.531	
83.0	0.0	0.143	2.551	3.054	4.96	
84.0	0.0	0.143	2.564	2.8	5.333	
85.0	0.0	0.143	2.7	2.738	5.438	
86.0	0.0	0.143	2.421	3.017	5.426	
87.0	0.0	0.143	2.682	2.924	5.376	
88.0	0.0	0.149	2.862	2.93	5.208	
89.0	0.0	0.143	2.713	2.794	5.45	
90.0	0.0	0.137	2.806	2.806	5.469	
91.0	0.0	0.143	2.918	2.787	5.444	
92.0	0.0	0.143	2.756	2.998	5.351	
93.0	0.0	0.137	2.645	2.992	5.233	
94.0	0.0	0.143	2.713	3.104	5.556	
95.0	0.0	0.143	2.347	3.172	5.221	
96.0	0.0	0.143	2.669	2.961	5.68	
97.0	0.0	0.137	2.707	3.178	5.196	
98.0	0.0	0.149	2.589	2.794	5.457	
99.0	0.0	0.137	2.564	2.694	5.333	
100.0	0.0	0.143	2.955	2.967	5.01	
101.0	0.0	0.149	2.7	2.868	5.339	
102.0	0.0	0.143	2.719	2.949	5.432	
103.0	0.0	0.143	2.657	2.707	5.264	
104.0	0.0	0.137	2.539	3.036	5.426	
105.0	0.0	0.137	2.818	2.694	5.568	
106.0	0.0	0.143	2.614	3.048	5.333	
107.0	0.0	0.143	2.657	2.738	5.401	
108.0	0.0	0.137	2.676	2.911	5.196	
109.0	0.0	0.143	2.825	3.029	5.426	
110.0	0.0	0.143	2.781	2.98	5.643	
111.0	0.0	0.149	2.762	2.868	5.388	
112.0	0.0	0.143	2.825	3.079	5.593	
113.0	0.0	0.137	2.62	2.924	5.289	
114.0	0.0	0.143	2.576	2.936	5.587	
115.0	0.0	0.137	2.297	2.93	5.432	
116.0	0.0	0.143	2.632	2.651	5.333	
117.0	0.0	0.143	2.837	2.818	5.004	
118.0	0.0	0.149	2.576	2.868	5.301	
119.0	0.0	0.149	2.756	2.868	5.798	
120.0	0.0	0.143	2.62	2.949	5.395	
121.0	0.0	0.137	2.806	2.756	5.711	
122.0	0.0	0.149	2.862	3.017	5.326	
123.0	0.0	0.143	2.738	3.067	5.053	
124.0	0.0	0.137	2.775	2.862	5.128	
125.0	0.0	0.149	2.601	3.104	5.475	
126.0	0.0	0.149	2.731	3.123	5.544	
127.0	0.0	0.149	2.62	2.806	5.438	
128.0	0.0	0.137	2.607	2.974	5.314	
129.0	0.0	0.137	2.638	2.88	5.364	
130.0	0.0	0.143	2.651	3.054	5.463	
131.0	0.0	0.143	2.576	2.943	5.643	
132.0	0.0	0.143	2.812	2.868	5.37	
133.0	0.0	0.143	2.465	3.203	5.146	
134.0	0.0	0.137	2.93	3.06	5.419	
135.0	0.0	0.143	2.645	2.936	5.202	
136.0	0.0	0.13	2.868	2.992	5.37	
137.0	0.0	0.137	2.471	2.924	5.277	
138.0	0.0	0.143	2.558	2.905	5.351	
139.0	0.0	0.137	2.384	2.918	5.624	
140.0	0.0	0.137	2.539	3.017	5.469	
141.0	0.0	0.149	2.707	2.961	5.376	
142.0	0.0	0.143	2.576	2.949	5.457	
143.0	0.0	0.143	2.607	3.005	5.314	
144.0	0.0	0.137	2.676	2.98	5.419	
145.0	0.0	0.137	2.911	2.949	5.208	
146.0	0.0	0.143	2.62	3.085	5.165	
147.0	0.0	0.13	2.582	2.93	5.556	
148.0	0.0	0.143	2.651	3.085	5.326	
149.0	0.0	0.143	2.725	2.769	5.382	
150.0	0.0	0.137	2.694	3.123	5.395	
151.0	0.0	0.137	2.477	2.707	5.314	
152.0	0.0	0.137	2.638	2.868	5.264	
153.0	0.0	0.143	2.527	2.849	5.395	
154.0	0.0	0.137	2.589	2.713	5.5	
155.0	0.0	0.137	2.787	2.88	5.482	
156.0	0.0	0.143	2.887	3.054	5.525	
157.0	0.0	0.143	2.651	2.731	5.339	
158.0	0.0	0.149	2.98	2.974	5.382	
159.0	0.0	0.143	2.818	3.011	5.401	
160.0	0.0	0.137	2.651	2.955	5.593	
161.0	0.0	0.143	2.943	3.073	5.37	
162.0	0.0	0.137	2.744	3.029	5.519	
163.0	0.0	0.149	2.595	3.017	5.401	
164.0	0.0	0.13	2.626	2.794	5.37	
165.0	0.0	0.137	2.8	2.868	5.388	
166.0	0.0	0.137	2.626	3.483	5.246	
167.0	0.0	0.137	2.638	3.054	5.705	
168.0	0.0	0.143	2.725	3.141	5.364	
169.0	0.0	0.143	2.725	3.421	5.32	
170.0	0.0	0.137	3.079	2.899	5.736	
171.0	0.0	0.137	2.632	2.998	5.413	
172.0	0.0	0.143	2.694	2.738	5.668	
173.0	0.0	0.143	2.663	2.955	5.624	
174.0	0.0	0.137	2.893	3.365	5.488	
175.0	0.0	0.137	2.818	3.098	5.482	
176.0	0.0	0.137	2.601	3.203	5.537	
177.0	0.0	0.137	2.775	2.862	5.457	
178.0	0.0	0.143	2.707	3.011	5.444	
179.0	0.0	0.137	2.961	2.843	5.27	
180.0	0.0	0.143	2.837	2.874	5.407	
181.0	0.0	0.143	2.458	2.868	5.19	
182.0	0.0	0.149	2.663	3.209	5.351	
183.0	0.0	0.137	2.825	2.98	5.184	
184.0	0.0	0.149	2.725	2.849	5.556	
185.0	0.0	0.143	2.794	3.011	5.364	
186.0	0.0	0.149	2.893	3.011	5.221	
187.0	0.0	0.149	2.651	3.048	5.544	
188.0	0.0	0.13	2.558	2.998	5.525	
189.0	0.0	0.143	2.626	2.775	5.717	
190.0	0.0	0.143	2.787	2.899	5.264	
191.0	0.0	0.143	2.558	2.769	5.401	
192.0	0.0	0.149	2.725	2.911	5.835	
193.0	0.0	0.143	2.607	2.88	5.494	
194.0	0.0	0.143	2.458	2.918	5.388	
195.0	0.0	0.137	2.551	2.98	5.463	
196.0	0.0	0.137	2.607	2.936	5.556	
197.0	0.0	0.149	2.731	2.831	5.258	
198.0	0.0	0.137	2.508	2.949	5.221	
199.0	0.0	0.137	2.694	2.787	5.208	
200.0	0.0	0.149	2.576	2.98	5.637	
201.0	0.0	0.143	2.564	2.868	5.277	
202.0	0.0	0.143	2.719	2.955	5.252	
203.0	0.0	0.143	2.614	2.905	5.519	
204.0	0.0	0.143	2.669	2.893	5.221	
205.0	0.0	0.137	2.744	2.899	5.773	
206.0	0.0	0.137	2.489	2.762	5.668	
207.0	0.0	0.137	2.669	2.887	5.631	
208.0	0.0	0.143	2.707	2.856	5.252	
209.0	0.0	0.143	2.874	2.825	5.301	
210.0	0.0	0.149	2.998	3.029	5.587	
211.0	0.0	0.149	2.738	2.818	5.488	
212.0	0.0	0.149	2.601	2.961	5.333	
213.0	0.0	0.143	2.651	2.806	5.159	
214.0	0.0	0.137	2.707	2.775	5.364	
215.0	0.0	0.137	2.849	3.079	5.674	
216.0	0.0	0.149	2.669	2.899	5.382	
217.0	0.0	0.143	2.607	3.16	5.587	
218.0	0.0	0.137	2.756	3.042	5.345	
219.0	0.0	0.137	2.527	2.955	5.184	
220.0	0.0	0.143	2.589	3.222	5.32	
221.0	0.0	0.149	2.694	2.905	5.637	
222.0	0.0	0.143	2.856	3.005	5.562	
223.0	0.0	0.143	2.452	3.036	5.37	
224.0	0.0	0.149	2.719	2.936	5.984	
225.0	0.0	0.143	2.775	2.818	5.438	
226.0	0.0	0.143	2.856	3.029	5.544	
227.0	0.0	0.143	2.564	2.961	5.537	
228.0	0.0	0.137	2.769	2.868	5.506	
229.0	0.0	0.143	2.682	2.713	5.798	
230.0	0.0	0.137	2.645	3.073	5.45	
231.0	0.0	0.137	2.676	2.812	5.227	
232.0	0.0	0.143	2.725	2.992	5.556	
233.0	0.0	0.143	2.769	3.079	5.339	
234.0	0.0	0.137	2.582	2.905	5.568	
235.0	0.0	0.143	2.818	3.265	5.829	
236.0	0.0	0.143	2.607	3.135	5.68	
237.0	0.0	0.137	2.781	3.11	5.537	
238.0	0.0	0.137	2.632	2.713	5.407	
239.0	0.0	0.143	2.489	2.998	5.277	
240.0	0.0	0.137	2.601	3.079	5.612	
241.0	0.0	0.137	2.657	2.7	5.289	
242.0	0.0	0.137	2.452	2.918	5.376	
243.0	0.0	0.143	2.508	3.067	5.562	
244.0	0.0	0.137	2.719	2.918	5.27	
245.0	0.0	0.137	2.719	2.887	5.717	
246.0	0.0	0.137	2.632	2.955	5.339	
247.0	0.0	0.143	2.638	3.203	5.45	
248.0	0.0	0.143	3.011	2.88	5.457	
249.0	0.0	0.149	2.669	2.837	5.581	
250.0	0.0	0.137	2.93	2.849	5.457	
251.0	0.0	0.137	2.887	3.085	5.072	
252.0	0.0	0.137	2.7	3.185	5.531	
253.0	0.0	0.137	2.558	3.042	5.581	
254.0	0.0	0.137	2.545	3.172	5.438	
255.0	0.0	0.137	2.347	3.005	5.438	
256.0	0.0	0.137	2.508	2.843	5.463	
257.0	0.0	0.137	2.452	3.191	5.568	
258.0	0.0	0.137	2.551	2.794	5.401	
259.0	0.0	0.143	2.657	2.949	5.196	
260.0	0.0	0.137	2.421	2.713	5.798	
261.0	0.0	0.143	2.502	2.93	5.165	
262.0	0.0	0.13	2.508	2.924	5.37	
263.0	0.0	0.143	2.402	2.831	5.301	
264.0	0.0	0.137	2.756	2.812	5.531	
265.0	0.0	0.143	2.601	2.688	5.32	
266.0	0.0	0.137	2.669	3.272	5.438	
267.0	0.0	0.143	2.806	2.676	5.444	
268.0	0.0	0.137	3.042	2.762	5.289	
269.0	0.0	0.143	2.589	3.023	5.227	
270.0	0.0	0.143	2.645	3.011	5.053	
271.0	0.0	0.143	2.974	3.272	5.413	
272.0	0.0	0.149	2.601	3.029	5.736	
273.0	0.0	0.143	2.738	2.794	5.556	
274.0	0.0	0.143	2.582	3.197	5.326	
275.0	0.0	0.143	2.756	2.924	5.587	
276.0	0.0	0.149	2.986	3.036	5.531	
277.0	0.0	0.143	2.738	2.787	5.345	
278.0	0.0	0.149	2.812	3.067	5.395	
279.0	0.0	0.137	2.645	2.856	5.208	
280.0	0.0	0.143	2.669	2.949	5.357	
281.0	0.0	0.137	2.725	3.011	5.73	
282.0	0.0	0.143	2.378	3.172	5.419	
283.0	0.0	0.137	2.738	2.831	5.227	
284.0	0.0	0.143	2.446	2.856	5.575	
285.0	0.0	0.149	2.75	2.918	5.165	
286.0	0.0	0.137	2.62	2.831	5.649	
287.0	0.0	0.143	2.62	2.899	5.196	
288.0	0.0	0.155	2.539	2.849	5.544	
289.0	0.0	0.143	2.781	2.688	5.264	
290.0	0.0	0.143	2.638	3.017	5.221	
291.0	0.0	0.137	2.694	2.943	5.258	
292.0	0.0	0.143	2.849	2.856	5.233	
293.0	0.0	0.137	2.738	2.992	5.308	
294.0	0.0	0.155	2.614	3.023	5.866	
295.0	0.0	0.143	2.651	3.079	5.277	
296.0	0.0	0.137	2.7	3.085	5.581	
297.0	0.0	0.149	2.626	2.905	5.295	
298.0	0.0	0.137	2.452	3.023	5.283	
299.0	0.0	0.143	2.589	2.905	5.32	
300.0	0.0	0.149	2.713	2.949	5.14	
301.0	0.0	0.149	2.489	3.346	5.196	
302.0	0.0	0.149	2.781	2.899	5.432	
303.0	0.0	0.137	2.589	3.011	5.283	
304.0	0.0	0.137	2.651	3.445	5.066	
305.0	0.0	0.149	2.427	2.943	5.811	
306.0	0.0	0.143	2.8	2.874	5.407	
307.0	0.0	0.143	2.731	3.029	5.314	
308.0	0.0	0.143	2.955	2.924	5.426	
309.0	0.0	0.143	2.868	2.825	5.457	
310.0	0.0	0.137	2.911	3.104	5.401	
311.0	0.0	0.143	2.744	2.731	5.233	
312.0	0.0	0.137	2.825	2.744	5.5	
313.0	0.0	0.143	2.626	2.998	5.215	
314.0	0.0	0.137	2.632	2.558	5.37	
315.0	0.0	0.137	3.017	2.911	5.419	
316.0	0.0	0.149	2.967	2.856	5.252	
317.0	0.0	0.137	2.614	2.669	5.407	
318.0	0.0	0.143	2.75	2.837	5.283	
319.0	0.0	0.149	2.483	3.017	5.5	
320.0	0.0	0.137	2.986	3.017	5.308	
321.0	0.0	0.13	2.601	3.222	5.153	
322.0	0.0	0.137	2.756	2.651	5.382	
323.0	0.0	0.137	2.775	2.986	5.301	
324.0	0.0	0.143	2.707	3.017	5.382	
325.0	0.0	0.137	2.794	2.899	5.121	
326.0	0.0	0.13	2.949	3.011	5.748	
327.0	0.0	0.143	2.756	2.862	5.289	
328.0	0.0	0.143	2.756	2.949	5.419	
329.0	0.0	0.143	2.8	3.005	5.351	
330.0	0.0	0.143	2.626	2.688	5.407	
331.0	0.0	0.143	2.688	3.036	5.5	
332.0	0.0	0.143	2.62	2.974	5.537	
333.0	0.0	0.143	2.607	2.825	5.432	
334.0	0.0	0.13	2.607	2.775	5.606	
335.0	0.0	0.143	2.812	2.831	5.475	
336.0	0.0	0.13	2.614	3.092	5.277	
337.0	0.0	0.137	2.663	2.719	5.215	
338.0	0.0	0.155	2.657	2.812	5.469	
339.0	0.0	0.143	2.682	2.998	5.388	
340.0	0.0	0.137	2.483	2.825	5.233	
341.0	0.0	0.137	2.818	2.967	5.252	
342.0	0.0	0.143	2.496	3.036	5.531	
343.0	0.0	0.137	2.601	3.029	5.531	
344.0	0.0	0.137	2.713	2.967	5.395	
345.0	0.0	0.143	2.477	2.899	5.717	
346.0	0.0	0.137	2.564	2.756	5.568	
347.0	0.0	0.137	2.713	2.825	5.14	
348.0	0.0	0.137	2.918	2.868	5.314	
349.0	0.0	0.143	2.558	2.849	5.277	
350.0	0.0	0.149	2.961	3.011	5.301	
351.0	0.0	0.143	2.756	3.067	5.066	
352.0	0.0	0.137	2.843	2.924	5.717	
353.0	0.0	0.137	2.887	3.129	5.308	
354.0	0.0	0.149	2.849	2.849	5.519	
355.0	0.0	0.143	2.731	2.843	5.202	
356.0	0.0	0.137	2.483	2.967	5.289	
357.0	0.0	0.143	2.806	2.825	5.606	
358.0	0.0	0.137	2.657	3.16	5.308	
359.0	0.0	0.137	2.775	2.93	5.202	
360.0	0.0	0.143	2.638	2.992	5.128	
361.0	0.0	0.149	2.905	2.899	5.376	
362.0	0.0	0.137	2.874	2.8	5.475	
363.0	0.0	0.137	2.918	3.203	5.171	
364.0	0.0	0.149	2.57	2.825	5.177	
365.0	0.0	0.137	2.427	2.943	5.277	
366.0	0.0	0.137	2.911	2.899	5.252	
367.0	0.0	0.143	2.396	2.887	5.326	
368.0	0.0	0.137	2.62	2.992	5.153	
369.0	0.0	0.143	2.527	2.918	5.395	
370.0	0.0	0.137	2.731	2.936	5.407	
371.0	0.0	0.143	2.75	2.812	5.457	
372.0	0.0	0.143	2.489	3.073	5.37	
373.0	0.0	0.143	2.707	2.694	5.407	
374.0	0.0	0.137	2.669	2.856	5.388	
375.0	0.0	0.143	2.465	3.135	5.525	
376.0	0.0	0.143	2.471	2.781	5.357	
377.0	0.0	0.143	3.017	2.874	5.438	
378.0	0.0	0.13	2.545	2.893	5.599	
379.0	0.0	0.149	2.545	2.825	5.407	
380.0	0.0	0.143	2.645	2.849	5.587	
381.0	0.0	0.143	2.756	2.899	5.208	
382.0	0.0	0.137	2.651	3.427	5.475	
383.0	0.0	0.149	2.874	2.794	5.544	
384.0	0.0	0.143	2.7	2.967	5.345	
385.0	0.0	0.13	2.856	2.781	5.364	
386.0	0.0	0.143	2.924	2.961	5.668	
387.0	0.0	0.143	2.831	2.825	5.153	
388.0	0.0	0.137	2.465	2.682	5.395	
389.0	0.0	0.143	2.806	2.88	5.407	
390.0	0.0	0.137	2.533	3.067	5.395	
391.0	0.0	0.137	2.663	2.645	5.506	
392.0	0.0	0.143	2.762	2.905	5.314	
393.0	0.0	0.137	2.558	2.868	5.593	
394.0	0.0	0.143	2.384	2.98	5.227	
395.0	0.0	0.137	2.88	3.029	5.488	
396.0	0.0	0.143	2.794	2.905	5.475	
397.0	0.0	0.149	2.781	2.918	5.457	
398.0	0.0	0.137	2.812	2.775	5.426	
399.0	0.0	0.143	2.626	2.862	5.395	
400.0	0.0	0.149	2.781	3.073	5.37	
401.0	0.0	0.137	2.856	2.955	5.252	
402.0	0.0	0.137	2.427	2.787	5.301	
403.0	0.0	0.137	2.558	2.98	5.339	
404.0	0.0	0.149	2.806	2.787	5.301	
405.0	0.0	0.137	2.551	3.017	5.326	
406.0	0.0	0.143	2.663	3.042	5.705	
407.0	0.0	0.143	2.818	2.856	5.388	
408.0	0.0	0.143	2.874	2.986	5.587	
409.0	0.0	0.137	2.688	2.943	5.587	
410.0	0.0	0.143	2.626	2.93	5.345	
411.0	0.0	0.143	2.62	2.794	5.488	
412.0	0.0	0.143	2.632	3.054	5.351	
413.0	0.0	0.137	2.731	3.042	5.724	
414.0	0.0	0.137	2.738	2.725	5.388	
415.0	0.0	0.143	2.576	2.725	5.121	
416.0	0.0	0.137	2.607	2.918	5.121	
417.0	0.0	0.137	2.787	2.75	5.531	
418.0	0.0	0.143	2.446	2.918	5.37	
419.0	0.0	0.137	2.533	3.141	5.289	
420.0	0.0	0.143	2.632	2.837	5.345	
421.0	0.0	0.143	2.688	2.682	5.426	
422.0	0.0	0.137	2.856	3.129	5.73	
423.0	0.0	0.149	2.787	2.645	5.004	
424.0	0.0	0.143	2.738	2.943	5.5	
425.0	0.0	0.137	2.694	2.849	5.395	
426.0	0.0	0.137	2.62	2.806	5.401	
427.0	0.0	0.13	2.663	2.986	5.413	
428.0	0.0	0.137	2.887	2.949	5.27	
429.0	0.0	0.143	2.825	3.085	5.264	
430.0	0.0	0.149	2.756	2.638	5.494	
431.0	0.0	0.13	2.694	2.862	5.506	
432.0	0.0	0.137	2.744	3.135	5.32	
433.0	0.0	0.137	2.831	2.825	5.382	
434.0	0.0	0.137	2.551	2.98	5.202	
435.0	0.0	0.143	2.738	3.011	5.891	
436.0	0.0	0.137	2.738	2.825	5.351	
437.0	0.0	0.143	2.601	3.284	5.568	
438.0	0.0	0.143	2.508	2.806	5.419	
439.0	0.0	0.143	2.893	2.8	5.537	
440.0	0.0	0.137	2.502	3.123	5.364	
441.0	0.0	0.137	2.738	2.806	5.444	
442.0	0.0	0.143	2.682	2.992	5.314	
443.0	0.0	0.137	3.029	3.129	5.364	
444.0	0.0	0.143	2.607	2.967	5.413	
445.0	0.0	0.143	2.676	2.57	5.239	
446.0	0.0	0.149	2.539	2.756	5.463	
447.0	0.0	0.13	2.806	2.725	5.537	
448.0	0.0	0.143	2.676	3.085	5.494	
449.0	0.0	0.143	2.595	3.011	5.475	
450.0	0.0	0.143	2.775	2.936	5.376	
451.0	0.0	0.137	2.632	2.862	5.258	
452.0	0.0	0.143	2.657	3.129	5.525	
453.0	0.0	0.143	2.533	2.992	5.364	
454.0	0.0	0.143	2.657	2.7	5.401	
455.0	0.0	0.143	2.44	2.862	5.295	
456.0	0.0	0.137	2.62	2.527	5.239	
457.0	0.0	0.143	2.868	2.818	5.258	
458.0	0.0	0.137	2.452	3.098	5.333	
459.0	0.0	0.149	2.738	2.943	5.351	
460.0	0.0	0.137	2.458	2.943	5.829	
461.0	0.0	0.143	2.551	2.967	5.27	
462.0	0.0	0.143	2.756	2.719	5.662	
463.0	0.0	0.143	2.893	2.812	5.351	
464.0	0.0	0.143	2.645	3.315	5.463	
465.0	0.0	0.143	2.545	2.893	5.544	
466.0	0.0	0.143	2.626	2.874	5.407	
467.0	0.0	0.137	2.663	3.098	5.37	
468.0	0.0	0.143	2.744	2.955	5.215	
469.0	0.0	0.137	2.874	2.893	5.426	
470.0	0.0	0.143	2.831	3.197	5.537	
471.0	0.0	0.143	2.769	2.961	5.401	
472.0	0.0	0.149	2.564	2.955	5.382	
473.0	0.0	0.143	2.433	2.998	5.426	
474.0	0.0	0.143	2.669	2.719	5.407	
475.0	0.0	0.149	2.589	3.085	5.301	
476.0	0.0	0.149	2.651	2.725	5.419	
477.0	0.0	0.143	2.62	2.775	5.45	
478.0	0.0	0.143	2.595	2.998	5.488	
479.0	0.0	0.137	2.558	2.905	5.556	
480.0	0.0	0.149	2.856	3.272	5.246	
481.0	0.0	0.137	2.359	2.856	5.382	
482.0	0.0	0.137	2.75	2.93	5.301	
483.0	0.0	0.143	2.787	2.924	5.575	
484.0	0.0	0.143	2.676	2.955	5.631	
485.0	0.0	0.13	2.787	3.16	5.513	
486.0	0.0	0.143	2.595	2.862	5.345	
487.0	0.0	0.143	2.607	3.067	5.351	
488.0	0.0	0.143	2.694	2.862	5.246	
489.0	0.0	0.137	2.607	3.023	5.264	
490.0	0.0	0.137	2.862	2.818	5.494	
491.0	0.0	0.137	2.632	2.924	5.693	
492.0	0.0	0.143	2.967	2.936	5.5	
493.0	0.0	0.143	2.514	2.862	5.494	
494.0	0.0	0.143	2.558	3.079	5.438	
495.0	0.0	0.143	2.775	2.787	5.258	
496.0	0.0	0.155	2.744	2.794	5.208	
497.0	0.0	0.137	2.614	2.887	5.482	
498.0	0.0	0.143	2.334	2.781	5.326	
499.0	0.0	0.137	2.762	3.073	5.351	
500.0	0.0	0.143	2.725	3.005	5.115	
501.0	0.0	0.143	2.527	3.054	5.326	
502.0	0.0	0.137	2.719	3.017	5.382	
503.0	0.0	0.143	2.787	3.191	5.345	
504.0	0.0	0.143	2.713	3.017	5.376	
505.0	0.0	0.143	2.676	2.93	5.544	
506.0	0.0	0.143	2.384	2.868	5.506	
507.0	0.0	0.143	2.818	2.974	5.339	
508.0	0.0	0.143	2.483	2.769	5.326	
509.0	0.0	0.143	2.75	3.005	5.419	
510.0	0.0	0.137	2.775	2.837	5.513	
511.0	0.0	0.143	2.812	3.104	5.345	
512.0	0.0	0.137	2.62	2.992	5.277	
513.0	0.0	0.143	2.651	3.029	5.755	
514.0	0.0	0.137	2.744	2.936	5.587	
515.0	0.0	0.143	2.762	3.154	5.68	
516.0	0.0	0.143	2.626	2.645	5.513	
517.0	0.0	0.149	2.62	3.185	5.457	
518.0	0.0	0.137	2.762	2.961	5.388	
519.0	0.0	0.143	2.669	2.868	5.767	
520.0	0.0	0.143	2.731	2.943	5.488	
521.0	0.0	0.143	2.694	2.936	5.599	
522.0	0.0	0.13	2.595	3.067	5.289	
523.0	0.0	0.137	2.762	3.253	5.301	
524.0	0.0	0.149	2.645	2.961	5.09	
525.0	0.0	0.149	2.645	2.967	5.252	
526.0	0.0	0.137	2.545	2.731	5.798	
527.0	0.0	0.143	2.645	2.893	5.419	
528.0	0.0	0.137	2.589	3.123	5.32	
529.0	0.0	0.143	2.576	3.185	5.246	
530.0	0.0	0.143	2.75	2.949	5.283	
531.0	0.0	0.137	2.8	2.843	5.643	
532.0	0.0	0.149	2.762	3.005	5.37	
533.0	0.0	0.137	2.669	2.818	5.599	
534.0	0.0	0.137	2.589	3.011	5.637	
535.0	0.0	0.137	2.645	2.818	5.575	
536.0	0.0	0.143	2.409	3.048	5.581	
537.0	0.0	0.137	2.645	3.054	5.153	
538.0	0.0	0.143	2.657	2.967	5.333	
539.0	0.0	0.149	2.75	2.564	5.252	
540.0	0.0	0.137	2.57	2.731	5.326	
541.0	0.0	0.143	2.62	2.713	5.432	
542.0	0.0	0.149	2.725	3.228	5.426	
543.0	0.0	0.143	2.955	3.259	5.357	
544.0	0.0	0.137	2.794	2.812	5.432	
545.0	0.0	0.137	2.614	2.88	5.786	
546.0	0.0	0.143	2.893	2.843	5.277	
547.0	0.0	0.143	2.539	2.75	5.333	
548.0	0.0	0.143	2.669	3.166	5.264	
549.0	0.0	0.149	2.378	3.067	5.208	
550.0	0.0	0.137	2.471	2.856	5.513	
551.0	0.0	0.137	2.669	3.048	5.252	
552.0	0.0	0.143	2.93	3.011	5.811	
553.0	0.0	0.137	2.8	2.998	5.463	
554.0	0.0	0.143	2.787	2.955	5.395	
555.0	0.0	0.13	2.409	2.998	5.519	
556.0	0.0	0.143	2.483	2.974	5.109	
557.0	0.0	0.137	2.433	3.036	5.32	
558.0	0.0	0.143	2.719	3.029	5.531	
559.0	0.0	0.137	2.694	2.862	5.37	
